#name	length
ant(2'')-Ia_9_HM367610 	534
ant(2'')-Ia_10_HM367617 	534
ant(2'')-Ia_11_HM367620 	534
ant(2'')-Ia_12_HQ880250 	534
ant(2'')-Ia_13_DQ176450 	534
ant(2'')-Ia_14_DQ266447 	534
ant(2'')-Ia_15_EF205594 	534
ant(2'')-Ia_16_HQ386848 	534
ant(2'')-Ia_17_JTTZ01000034 	534
ant(2'')-Ia_19_GQ466184 	534
ant(2'')-Ia_20_AY139599 	534
ant(2'')-Ia_1_X04555 	534
aph(3')-VI_1_KC170992 	780
aph(3')-XV_2_GQ626879 	807
aph(3')-XV_3_EU165039 	795
aph(3')-IIIa_1_AF330699 	795
aph(3')-IIIa_2_AJ490186 	795
aph(3')-IIIa_3_AB247327 	795
aph(3')-Va_2_AB211959 	807
aph(3')-Vb_2_AJ744850 	795
aph(3')-IIa_2_V00618 	795
aph(3')-IIb_2_CP006832 	807
aph(3')-Ia_2_EU287476 	816
aph(3')-Ia_3_EF015636 	816
aph(3')-Ia_4_AF498082 	816
aph(3')-Ia_5_AP004237 	816
aph(3')-Ia_6_L05392 	816
aph(3')-Ia_7_X62115 	816
aph(3')-Ia_8_Y00452 	816
aph(3')-Ia_9_EU722351 	816
aph(3')-Ia_10_EU855787 	816
aph(2'')-Ih_1_KF652096 	894
aph(2'')-Ig_1_CP004067 	921
aph(2'')-If_1_KF652097 	891
aph(2'')-If_2_AY701528 	894
aph(2'')-Ia_2_AP009486 	1476
aph(2'')-Ia_3_AJ536195 	1440
aph(2'')-Ib_3_KF652098 	900
ant(6)-Ia_3_KF864551 	867
aac(2')-Ia_1_L06156 	537
aac(2')-Ib_1_U41471 	588
aac(2')-Ic_1_U72714 	546
aac(2')-Id_1_U72743 	633
aac(2')-Ie_1_NC011896 	549
aac(3)-I_1_AJ877225 	465
aac(3)-Ia_1_X15852 	534
aac(3)-Ib_1_L06157 	531
aac(3)-Ib-aac(6')-Ib'_1_AF355189 	1005
aac(3)-Ic_1_AJ511268 	471
aac(3)-Id_1_AB114632 	477
aac(3)-If_1_AY884051 	465
aac(3)-Ig_1_CP000282 	477
aac(3)-Ih_1_CP000490 	459
aac(3)-Ii_1_CP000356 	459
aac(3)-IIa_1_X51534 	861
aac(3)-IIb_1_M97172 	810
aac(3)-IIc_1_X54723 	861
aac(3)-IId_1_EU022314 	861
aac(3)-IIe_1_EU022315 	861
aac(3)-IIIa_1_X55652 	816
aac(3)-IIIb_1_L06160 	738
aac(3)-IIIc_1_L06161 	840
aac(3)-IVa_1_X01385 	786
aac(3)-VIa_1_M88012 	900
aac(3)-VIIa_1_M22999 	867
aac(3)-VIIIa_1_M55426 	861
aac(3)-IXa_1_M55427 	846
aac(3)-Xa_1_AB028210 	855
aac(6')-Ia_1_M18967 	558
aac(6')-Ib_1_M21682 	606
aac(6')-Ic_1_M94066 	441
aac(6')-If_1_X55353 	435
aac(6')-Ig_1_L09246 	438
aac(6')-Ih_1_L29044 	441
aac(6')-Ij_1_L29045 	441
aac(6')-Ik_1_L29510 	438
aac(6')-Ip_1_Z54241 	522
aac(6')-Im_1_AF337947 	537
aac(6')-Iq_1_AF047556 	552
aac(6')-Ir_1_AF031326 	441
aac(6')-Is_1_AF031327 	441
aac(6')-It_1_AF031328 	441
aac(6')-Iu_1_AF031329 	441
aac(6')-Iv_1_AF031330 	441
aac(6')-Iw_1_AF031331 	441
aac(6')-Iz_1_AF140221 	462
aac(6')-Iad_1_AB119105 	435
aac(6')-Iae_1_AB104852 	552
aac(6')-Iaf_1_AB462903 	552
aac(6')-Iai_1_EU886977 	567
aac(6')-I30_1_AY289608 	555
aac(6')-31_1_AM283489 	519
aac(6')-32_1_EF614235 	555
aac(6')-33_1_GQ337064 	555
aac(6')-IIa_1_M29695 	555
aac(6')-IIb_1_L06163 	543
aac(6')-IIc_1_NC_012555 	582
aac(6')-aph(2'')_1_M13771 	1440
aac(6')-Isa_1_AB116646 	474
aac(6')-Ib3_1_X60321 	555
aacA43_1_HQ247816 	564
ant(3'')-Ia_1_X02340 	972
aadA1_2_FJ591054 	792
aadA1_3_JQ414041 	792
aadA1b_1_M95287 	792
aadA1_4_JQ480156 	789
aadA1_5_JX185132 	792
aadA2_2_JQ364967 	792
aadA3_1_AF047479 	792
aadA4_1_Z50802 	789
aadA5_1_AF137361 	789
aadA6_1_AF140629 	846
aadA7_1_AF224733 	798
aadA8_1_AF326210 	792
aadA8b_2_AM040708 	792
aadA9_1_AJ420072 	837
aadA10_1_U37105 	834
aadA11_1_AY144590 	846
aadA12_1_AY665771 	792
aadA13_1_AY713504 	798
aadA14_1_AJ884726 	786
aadA15_1_DQ393783 	792
aadA16_1_EU675686 	846
aadA17_1_FJ460181 	792
aadA21_1_AY171244 	792
aadA22_1_AM261837 	792
aadA23_1_AJ809407 	780
aadA24_1_AM711129 	780
ant(6)-Ia_2_KF421157 	864
aadD_1_AF181950 	771
aadK_1_M26879 	855
ant(3'')-Ii-aac(6')-IId_1_AF453998 	1392
ant(4')-Ib_1_AJ506108 	771
ant(4')-IIa_1_M98270 	759
ant(4')-IIb_1_AY114142 	756
ant(6)-Ia_1_AF330699 	909
ant(6)-Ib_1_FN594949 	858
aph(2'')-Ib_1_AF337947 	900
aph(2'')-Ic_1_U51479 	921
aph(2'')-Id_1_AF016483 	906
aph(2'')-Ie_1_AY743255 	906
aph(3')-Ia_1_V00359 	816
aph(3')-Ib_1_M20305 	816
aph(3'')-Ic_1_DQ336355 	765
aph(3')-Id_1_Z48231 	816
aph(3')-IIa_1_X57709 	795
aph(3')-IIb_1_X90856 	807
aph(3')-IIc_1_AM743169 	813
aph(3')-III_1_M26832 	795
aph(3')-IV_1_X03364 	789
aph(3')-Va_1_K00432 	807
aph(3')-Vb_1_M22126 	792
aph(3')-Vc_1_S81599 	795
aph(3')-VIa_1_X07753 	780
aph(3')-VIb_1_AJ627643 	780
aph(3')-VIIa_1_M29953 	753
aph(3')-VIII_1_ATGI01000028 	780
aph(3')-XV_1_Y18050 	795
aph(3'')-Ia_1_X53527 	819
aph(4)-Ia_1_V01499 	1026
aph(6)-Ia_1_AY971801 	924
aph(6)-Ib_1_X05648 	924
aph(6)-Ic_1_X01702 	801
aph(9)-Ia_1_U94857 	996
aph(9)-Ib_1_U70376 	993
rmtB2_1_JN968578 	756
rmtF_1_JQ808129 	780
rmtG_1_JX486113	795
rmtH_1_KC544262 	759
armA_1_AY220558 	774
npmA_1_AB261016 	660
rmtA_1_AB120321 	756
rmtB_1_AB103506 	756
rmtC_1_AB194779 	846
rmtD_1_DQ914960 	744
rmtD2_1_HQ401565 	744
rmtE_1_GU201947 	822
ant(9)-Ia_1_X02588 	783
aac(6')-Ib-cr_1_DQ303918 	600
aac(6')-Ib-cr_2_EF636461 	519
aph(3'')-Ib_2_AF024602 	804
aph(3'')-Ib_5_AF321551 	804
aph(6)-Id_2_AF024602 	837
str_1_X92946 	849
str_2_FN435330 	849
str_3_AM932524 	564
aac(3)-IIIb_2_LLLC01000048	819
aac(3)-IIa_2_AY138987	861
aac(3)-IIa_3_X13543	861
aac(3)-IIa_4_L22613	861
aac(3)-IIa_5_FJ012882	861
aac(3)-IV_1_DQ241380	777
aac(3)-VIa_2_NC_009838	903
aph(3')-Ib_2_AJ744860	816
ant(9)-Ia_2_M69221	768
aadA24_1_DQ677333	780
aadA8b_1_AY139603	792
aadA2b_1_D43625	780
aac(6')-Ii_1_L12710	549
aac(3)-XI_1_CTEG01000046	447
aac(3)-VIII_1_AB211959	864
aac(3)-VIII_2_AJ843080	864
aac(3)-VIII_3_AJ748131	864
kmr_1_ENA_ACB88605	672
blaNDM-19_1_MF370080	813
blaNDM-20_1_KY654092	813
blaNDM-21_1_MG183694	813
blaOXA-368_1_KT736121	801
blaOXA-336_1_KF048907	825
blaOXA-337_1_KF048908	825
blaOXA-338_1_KF048909	825
blaOXA-339_1_KF048911	825
blaOXA-340_1_KF048912	825
blaOXA-341_1_KF048913	825
blaOXA-342_1_KF048915	825
blaOXA-343_1_KF048916	825
blaOXA-344_1_KF048917	825
blaOXA-345_1_KF048918	825
blaOXA-346_1_KF048919	825
blaOXA-347_1_ACWG01000053	825
blaOXA-361_1_KF460531	831
blaOXA-362_1_KF460532	831
blaOXA-363_1_KF460533	831
blaOXA-364_1_JX306689	828
blaOXA-365_1_KF885217	825
blaOXA-366_1_KP050485	822
blaOXA-370_1_KJ488943	798
blaOXA-373_1_HG931732	825
blaOXA-374_1_KF986255	825
blaOXA-375_1_KF986256	825
blaOXA-376_1_KF986257	825
blaOXA-377_1_KF986258	825
blaOXA-378_1_KF986259	825
blaOXA-379_1_KF986260	825
blaOXA-380_1_KF986261	825
blaOXA-381_1_KJ135344	825
blaOXA-382_1_KJ135345	825
blaOXA-383_1_KF986262	825
blaOXA-384_1_KF986263	825
blaOXA-385_1_KF986253	825
blaOXA-386_1_KF986254	825
blaOXA-387_1_KJ173478	825
blaOXA-388_1_KJ135343	825
blaOXA-389_1_KJ135346	825
blaOXA-390_1_KJ135342	825
blaOXA-391_1_KJ427797	825
blaOXA-392_1_AB901044	831
blaOXA-395_1_AY306133	789
blaOXA-396_1_AY306134	789
blaOXA-397_1_KM087865	843
blaOXA-398_1_KM087842	822
blaOXA-400_1_KJ780078	825
blaOXA-401_1_KJ780076	825
blaOXA-402_1_JX865391	825
blaOXA-403_1_KJ920337	825
blaOXA-404_1_KJ920338	825
blaOXA-405_1_KM589641	786
blaOXA-406_1_KJ584915	825
blaOXA-407_1_KJ584916	825
blaOXA-408_1_KJ584917	825
blaOXA-409_1_KJ584918	828
blaOXA-410_1_KJ584919	820
blaOXA-411_1_KJ584920	825
blaOXA-412_1_KJ584921	825
blaOXA-413_1_KJ584922	825
blaOXA-414_1_KJ584914	825
blaOXA-415_1_KJ865754	828
blaOXA-416_1_KP264119	798
blaOXA-417_1_KM220587	822
blaOXA-418_1_KJ997966	831
blaOXA-420_1_AB983359	843
blaOXA-421_1_KM401566	822
blaOXA-422_1_KM433671	822
blaOXA-423_1_KM433672	822
blaOXA-424_1_KM588352	825
blaOXA-425_1_KM588353	825
blaOXA-426_1_KM588354	825
blaOXA-429_1_KM979376	825
blaOXA-430_1_KM979377	825
blaOXA-431_1_KM979378	825
blaOXA-432_1_KM979379	825
blaOXA-433_1_KM979380	825
blaOXA-435_1_KP144324	822
blaOXA-436_1_KT959105	798
blaOXA-437_1_KP410856	828
blaOXA-438_1_KP410734	792
blaOXA-439_1_KP727573	786
blaOXA-440_1_KP727574	822
blaOXA-441_1_JX865394	825
blaOXA-442_1_KP844571	825
blaOXA-443_1_LC030178	828
blaOXA-444_1_CP010800	816
blaOXA-450_1_KR061502	774
blaOXA-451_1_KR061504	774
blaOXA-452_1_KR061505	774
blaOXA-453_1_KR061507	774
blaOXA-454_1_LC037981	801
blaOXA-455_1_KP903885	828
blaOXA-457_1_KP903887	828
blaOXA-458_1_KP903888	828
blaOXA-459_1_KP903889	828
blaOXA-460_1_KR061508	762
blaOXA-461_1_KR061509	762
blaOXA-464_1_KU721146	762
blaOXA-470_1_KR182163	810
blaOXA-471_1_EU086833	810
blaOXA-472_1_KR182165	807
blaOXA-473_1_KR182166	810
blaOXA-474_1_KR182167	810
blaOXA-475_1_KR182168	810
blaOXA-476_1_KR182169	810
blaOXA-477_1_KR182170	810
blaOXA-478_1_KR182171	810
blaOXA-479_1_KR182172	810
blaOXA-480_1_KR872296	825
blaOXA-482_1_KP264124	822
blaOXA-483_1_KP264125	822
blaOXA-484_1_KR401105	798
blaOXA-485_1_LLNM01000004	789
blaOXA-486_1_AY597426	789
blaOXA-488_1_CP017969	789
blaOXA-489_1_CP013733	774
blaOXA-490_1_KU721147	762
blaOXA-491_1_KU721148	762
blaOXA-493_1_KU739135	747
blaOXA-494_1_AY597430	789
blaOXA-496_1_KT200608	840
blaOXA-497_1_LKJZ01000136	825
blaOXA-499_1_KT964029	825
blaOXA-500_1_JMNQ01000002	822
blaOXA-501_1_KU167110	822
blaOXA-502_1_KU167111	822
blaOXA-503_1_KU167109	822
blaOXA-505_1_KU531433	798
blaOXA-506_1_KU571454	822
blaOXA-507_1_KU551305	825
blaOXA-508_1_KU596972	825
blaOXA-509_1_KU692025	825
blaOXA-510_1_JX865393	825
blaOXA-511_1_KU710720	825
blaOXA-512_1_KU726870	843
blaOXA-513_1_KU323972	828
blaOXA-514_1_KU866382	798
blaOXA-515_1_KU866383	798
blaOXA-516_1_KU871391	825
blaOXA-517_1_KU878974	792
blaOXA-519_1_KX349732	798
blaOXA-520_1_KX388630	801
blaOXA-521_1_KX462701	825
blaOXA-522_1_KX599408	822
blaOXA-523_1_KX599401	825
blaOXA-524_1_KX599402	825
blaOXA-525_1_KX599406	825
blaOXA-526_1_KX599409	822
blaOXA-527_1_KX599404	825
blaOXA-528_1_KX599407	825
blaOXA-529_1_KX599405	825
blaOXA-530_1_KX599398	825
blaOXA-531_1_KX599400	825
blaOXA-532_1_KX609247	825
blaOXA-533_1_KX668472	822
blaOXA-534_1_KX714285	831
blaOXA-535_1_KX828709	798
blaOXA-536_1_KX859240	825
blaOXA-537_1_KX360747	831
blaOXA-538_1_KX827284	798
blaOXA-539_1_KY094077	831
blaOXA-540_1_KJ138219	828
blaOXA-541_1_FM179467	828
blaIMP-58_1_KU647281 	741
blaOXA-427_1_KX827604 	795
blaNDM-17_1_KX812714 	813
blaNDM-18_1_KY503030 	828
blaNDM-11_1_KP265939 	813
blaNDM-14_1_KM210086 	813
blaNDM-15_1_KP735848 	813
blaNDM-16_1_KP862821 	813
blaCMH-3_1_KX192165 	1146
blaSGM-7_1_NG050614 	981
blaOXA-307_1_NG_050611 	837
blaOXA-287_1_NG_050609 	837
blaOXA-289_1_APRM01000005	798
blaOXA-290_1_APOK01000044	798
blaOXA-293_1_NG_050610 	837
blaL_1_NG050597 	978
blaL_2_NG050596 	978
blaVHW-1_1_AF217648 	873
blaVHH-1_1_NG050334 	852
blaTER-2_1_FJ263090 	855
blaTER-1_1_FJ263091 	855
blaSST-1_1_AB008455 	1137
blaSRT-1_1_AB008454 	1137
blaSRT-2_1_AY524276 	1137
blaSPU-1_1_GQ919044 	882
blaSPG-1_1_KP109680 	858
blaSGM-6_1_NG049988 	981
blaSGM-5_1_NG049987 	981
blaSGM-4_1_CP002798 	930
blaSGM-2_1_AP010803 	936
blaSGM-1_1_AAQG01000013 	966
blaSCO-1_1_EF063111 	867
blaPLA-6A_1_DQ251478 	876
blaPLA-3A_1_AY507663 	876
blaPLA-4A_1_AY507664 	876
blaPLA-5A_1_DQ249871 	876
blaPLA2a_1_AY307385 	876
blaPLA1a_1_AY302757 	876
blaPEDO-3_1_KP109679 	714
blaPEDO-2_1_KP109678 	858
blaPEDO-1_1_KP109677 	861
blaOXA-518_1_KU739134 	747
blaOXA-493_1_CP007774 	747
blaOXA-466_1_KR061501 	747
blaOXA-465_1_KR061500 	747
blaOXA-449_1_KR061498 	750
blaOXA-448_1_KR061497 	747
blaOXA-447_1_KR061496 	774
blaOXA-446_1_KR061495 	750
blaOXA-308_1_APPN01000080	840
blaOXA-306_1_APSB01000022	837
blaOXA-303_1_APSD01000035	843
blaOXA-302_1_APRT01000004	843
blaOXA-299_1_APQD01000016	834
blaOXA-298_1_APSA01000003	858
blaVCC-1_1_KT818596 	855
blaPAM-1_1_AB858498 	864
blaTMB-1_1_FR771847 	738
blaTMB-2_1_AB758277 	738
blaACC-2_1_AF180952 	1173
blaACC-3_1_AF180958 	1131
blaACC-4_1_GU256641 	1161
blaACT-1_1_U58495 	1146
blaACT-2_1_AM076977 	1146
blaACT-3_1_EF125013 	1146
blaACT-4_2_AJ311172 	1146
blaACT-5_1_FJ237369 	1146
blaACT-6_1_FJ237366 	1146
blaACT-7_1_FJ237368 	1146
blaACT-9_1_HQ693810 	1143
blaACT-10_1_JN848330 	1146
blaACT-12_1_JX440355 	1146
blaACT-14_1_JX440354 	1146
blaACT-15_1_JX440356 	1146
blaACT-16_1_AB737978 	1140
blaBEL-1_1_DQ089809 	852
blaBEL-2_1_FJ666063 	852
blaBEL-3_1_GQ202694 	852
cepA_1_L13472 	903
cepA_1_U05887 	903
cepA_6_FR688022 	903
cepA-49_1_U05886 	903
cepA-44_1_U05885 	903
cepA-29_1_U05884 	903
blaCMY-1_1_X92508 	1149
blaCMY-2_1_X91840 	1146
blaCMY-5_1_Y17716 	1146
blaCMY-6_1_AJ011293 	1146
blaCMY-7_1_DQ173300	1146
blaCMY-8_1_AB201268	1149
blaCMY-9_1_AB061794 	1149
blaCMY-12_1_Y16785 	1143
blaCMY-13_1_AY339625 	1146
blaCMY-14_1_AJ555825 	1146
blaCMY-15_1_AJ555823 	1146
blaCMY-17_1_AY513266 	1146
blaCMY-18_1_AY743434 	1152
blaCMY-19_1_AB194410 	1149
blaCMY-20_1_AY960293 	1143
blaCMY-21_1_DQ139328 	1146
blaCMY-22_1_DQ256079 	1146
blaCMY-23_1_DQ438952 	1146
blaCMY-24_1_EF415650 	1146
blaCMY-25_1_EU515249 	1146
blaCMY-26_1_AB300358 	1146
blaCMY-27_1_EU515250 	1146
blaCMY-28_1_EF561644 	1146
blaCMY-29_1_EF685371 	1143
blaCMY-32_1_EU496815 	1146
blaCMY-33_1_EU496816 	1140
blaCMY-34_1_EF394370 	1146
blaCMY-35_1_EF394371 	1146
blaCMY-36_1_EU331426 	1146
blaCMY-37_1_AB280919 	1146
blaCMY-38_1_AM931008 	1146
blaCMY-40_1_EU515251 	1146
blaCMY-41_1_AB429270 	1146
blaCMY-42_1_HM146927 	1146
blaCMY-44_1_FJ437066 	1134
blaCMY-45_1_FN546177 	1146
blaCMY-46_1_FN556186 	1146
blaCMY-47_1_HM046998 	1146
blaCMY-48_1_HM569226 	1146
blaCMY-49_1_GQ402541 	1146
blaCMY-51_1_JQ733571 	1146
blaCMY-53_1_HQ336940 	1146
blaCMY-54_1_HM544039 	1152
blaCMY-55_1_HM544040 	1146
blaCMY-56_1_HQ322613 	1146
blaCMY-57_1_HQ285243 	1146
blaCMY-58_1_HQ185697 	1146
blaCMY-60_1_JF460794 	1146
blaCMY-61_1_JF460795 	1143
blaCMY-62_1_JF460796 	1146
blaCMY-63_1_HQ650104 	1146
blaCMY-64_1_HQ832678 	1146
blaCMY-65_1_JF780936 	1146
blaCMY-66_1_JN714478 	1146
blaCMY-67_1_JQ711185 	1146
blaCMY-68_1_JN714480 	1146
blaCMY-69_1_JX049132 	1146
blaCMY-70_1_JX440350 	1146
blaCMY-71_1_JQ711184 	1146
blaCMY-72_1_JX440352 	1146
blaCMY-73_1_GQ351345 	1146
blaCMY-74_1_JX440349 	1146
blaCMY-75_1_JQ733572 	1146
blaCMY-76_1_JQ733573 	1146
blaCMY-77_1_JX440353 	1146
blaCMY-78_1_JQ733575 	1146
blaCMY-79_1_JQ733576 	1146
blaCMY-80_1_JQ733577 	1146
blaCMY-81_1_JQ733578 	1146
blaCMY-83_1_JX440351 	1146
blaCMY-84_1_JQ733579 	1146
blaCMY-87_1_AB699171 	1143
blaCMY-94_1_JX514368 	1146
blaCMY-95_1_JX514369 	1146
blaCMY-98_1_KC603538 	1131
blaCMY-99_1_KF305673 	1146
blaCMY-104_1_KF150216 	1146
blaCMY-110_1_AB872957 	1146
blaCTX-M-1_1_DQ915955 	876
blaCTX-M-4_1_Y14156 	876
blaCTX-M-6_1_AJ005044 	876
blaCTX-M-8_1_AF189721 	876
blaCTX-M-9_1_AF174129 	876
blaCTX-M-10_1_AY598759 	876
blaCTX-M-12_1_DQ821704 	876
blaCTX-M-13_2_AF252623 	876
blaCTX-M-14_1_AF252622 	876
blaCTX-M-14b_1_DQ359215 	876
blaCTX-M-16_1_AY029068 	876
blaCTX-M-17_1_AY033516 	876
blaCTX-M-19_1_AF325134 	876
blaCTX-M-20_1_AJ416344 	876
blaCTX-M-21_1_AJ416346 	876
blaCTX-M-23_1_AF488377 	876
blaCTX-M-24_1_EF374096 	876
blaCTX-M-25_1_AF518567 	876
blaCTX-M-28_6_AJ549244 	876
blaCTX-M-29_1_AY267213 	876
blaCTX-M-30_1_AY292654 	876
blaCTX-M-31_1_AJ567481 	876
blaCTX-M-32_2_AJ557142	876
blaCTX-M-33_1_AY238472 	876
blaCTX-M-34_1_AY515297 	876
blaCTX-M-35_1_AB176532	876
blaCTX-M-36_1_AB177384 	876
blaCTX-M-39_1_AY954516 	876
blaCTX-M-40_1_AY750914 	873
blaCTX-M-41_1_DQ023162 	876
blaCTX-M-42_1_DQ061159 	876
blaCTX-M-43_1_DQ102702 	876
blaCTX-M-44_1_D37830 	876
blaCTX-M-46_1_AY847147 	876
blaCTX-M-47_1_AY847143 	876
blaCTX-M-48_1_AY847144 	876
blaCTX-M-49_1_AY847145 	876
blaCTX-M-50_1_AY847146 	876
blaCTX-M-51_1_DQ211987 	876
blaCTX-M-53_1_DQ268764 	876
blaCTX-M-54_1_DQ303459 	876
blaCTX-M-56_1_EF374097 	876
blaCTX-M-58_1_EF210159 	876
blaCTX-M-60_1_AM411407 	876
blaCTX-M-61_1_EF219142 	876
blaCTX-M-62_1_EF219134 	876
blaCTX-M-63_1_EU660216 	873
blaCTX-M-64_1_AB284167	876
blaCTX-M-66_1_EF576988 	876
blaCTX-M-67_1_EF581888 	876
blaCTX-M-68_1_EU177100 	876
blaCTX-M-69_1_EU402393 	876
blaCTX-M-71_1_FJ815436 	876
blaCTX-M-72_1_AY847148 	876
blaCTX-M-74_1_GQ149243 	873
blaCTX-M-75_1_GQ149244 	873
blaCTX-M-76_1_AM982520 	876
blaCTX-M-77_1_AM982521 	876
blaCTX-M-78_1_AM982522 	876
blaCTX-M-80_1_EU202673 	876
blaCTX-M-81_1_EU136031 	876
blaCTX-M-82_1_DQ256091 	876
blaCTX-M-83_1_FJ214366 	876
blaCTX-M-84_1_FJ214367 	876
blaCTX-M-85_1_FJ214368 	876
blaCTX-M-86_1_FJ214369 	876
blaCTX-M-87_1_EU545409 	876
blaCTX-M-88_1_FJ873739 	876
blaCTX-M-89_1_FJ971899 	876
blaCTX-M-90_1_FJ907381 	876
blaCTX-M-91_1_GQ870432 	876
blaCTX-M-92_1_GU127598 	876
blaCTX-M-93_1_HQ166709 	876
blaCTX-M-94_1_HM167760 	876
blaCTX-M-95_1_FN813245 	876
blaCTX-M-96_1_AJ704396 	876
blaCTX-M-97_1_HM776707 	876
blaCTX-M-98_1_HM755448 	876
blaCTX-M-99_1_HM803271 	876
blaCTX-M-100_1_FR682582 	876
blaCTX-M-101_1_HQ398214 	876
blaCTX-M-102_1_HQ398215 	876
blaCTX-M-103_1_HG423149 	876
blaCTX-M-104_1_HQ833652 	876
blaCTX-M-105_1_HQ833651 	876
blaCTX-M-110_1_JF274242 	877
blaCTX-M-111_1_JF274243 	876
blaCTX-M-112_1_JF274246 	876
blaCTX-M-113_1_JF274247 	876
blaCTX-M-114_1_GQ351346 	876
blaCTX-M-116_1_JF966749 	876
blaCTX-M-117_1_JN227085 	876
blaCTX-M-121_1_JN790862 	876
blaCTX-M-123_1_JN790864 	876
blaCTX-M-124_1_JQ429324 	876
blaCTX-M-125_1_JQ724542 	876
blaCTX-M-126_1_AB703103 	876
blaCTX-M-129_1_JX017364 	876
blaCTX-M-130_1_JX017365 	876
blaCTX-M-131_1_JN969893 	873
blaCTX-M-132_1_JX313020 	876
blaCTX-M-134_1_JX896165 	876
blaCTX-M-136_1_KC351754 	876
blaCTX-M-139_1_KC107824 	876
blaCTX-M-142_1_KF240809 	876
blaCTX-M-147_1_KF513180 	876
blaDHA-1_1_Y16410 	1140
blaDHA-2_1_AF259520 	1140
blaDHA-3_1_AY494945 	1140
blaDHA-5_1_JF273491 	1140
blaDHA-6_1_HQ322612 	1140
blaDHA-7_1_HQ456945 	1140
blaFONA-6_1_AJ251244 	888
blaFONA-5_1_AJ251243 	888
blaFONA-4_1_AJ251242 	888
blaFONA-3_1_AJ251241 	888
blaFONA-2_1_AJ251240 	888
blaFONA-1_1_AJ251239 	888
blaFOX-1_1_X77455 	1149
blaFOX-2_1_Y10282 	1149
blaFOX-3_1_Y11068 	1149
blaFOX-4_1_AJ277535 	1149
blaFOX-5_1_AY007369 	1149
blaFOX-6_1_AY034848 	1149
blaFOX-7_1_AJ703796 	1149
blaFOX-8_1_HM565917 	1149
blaFOX-9_1_JF896803 	1149
blaFOX-10_1_JX049131 	1149
blaGOB-1_1_EF394442 	873
blaGOB-1_2_AF090141 	873
blaGOB-2_1_AF189296 	756
blaGOB-3_1_AF189291 	756
blaGOB-4_1_AF189293 	756
blaGOB-5_1_AF189290 	756
blaGOB-6_1_AF189292 	756
blaGOB-7_1_AF189297 	756
blaGOB-8_1_AY348327 	873
blaGOB-9_1_AY647246 	873
blaGOB-10_1_AY647247 	873
blaGOB-11_1_AY647248 	879
blaGOB-12_1_AY647249 	873
blaGOB-13_1_AY647251 	879
blaGOB-14_1_AY647252 	879
blaGOB-15_1_AY775547 	879
blaGOB-16_1_GU188443 	873
blaGOB-16_2_AY899331 	873
blaGOB-17_1_AY899332 	873
blaGOB-18_1_DQ004496 	873
blaHERA-1_1_AF311385 	873
blaHERA-2_1_AF398334 	873
blaHERA-3_1_AF398335 	873
blaHERA-4_1_AJ536088 	873
blaHERA-5_1_AJ536089 	873
blaHERA-6_1_AJ536090 	873
blaHERA-8_1_AJ536092 	873
blaIND-1_1_AF099139 	720
blaIND-2_2_AF219127 	732
blaIND-2a_4_AF219130 	732
blaIND-2b_3_EF672681 	732
blaIND-2c_1_GU186042 	732
blaIND-3_1_AF219131 	720
blaIND-4_1_AF219135 	729
