#name	length
831_tnpA_KF705206.1	2043
1695_tnpA_AE014299.2	2010
1110_tnpA_GU371928.1	2007
553_tnpA_KP826703.1	2001
1290_tnpA_ISSod8_AE014300.1	1988
1361_tnpA_CP001856.1	1986
2753_tnpA_KT282968.1	1959
1013_tniA_LIHO01000010.1	1953
2777_tnpA_CP000354.2	1917
1789_tniA_GQ406245.5	1911
440_tniA_JX844629.1	1911
596_tniAb_JN968483.3	1911
2806_tniA_FP929140.1	1899
2805_tniA_KU549175.1	1890
1498_tnpA_2_HE983995.1	1881
1928_tniA_CP000644.1	1881
1408_tnpA3_CP001894.1	1863
901_tniA_CT025833.1	1854
1684_tnpA_LN794248.1	1851
2434_tniA_CP002194.1	1779
1489_tniA_KX710093.1	1776
2489_tnpA_EF682134.1	1774
401_tnpA_KX243414.1	1767
2033_tnpA_AJ421424.1	1762
2364_tnpA_CP000864.1	1759
856_tnpA_U05888.2	1749
634_tnpA_AF148496.1	1734
1463_tniA_AB270530.1	1722
569_tniA_CP000353.2	1719
838_tniA_EF107516.1	1719
1354_tniA_AEEU01000268.1	1716
682_tniA_CTRJ01000005.1	1716
1349_tnpA_AE014299.2	1708
964_tnpA_FMSH01000107.1	1704
1957_tnpA_FJ829469.1	1701
2807_tniA_FN806773.1	1701
1057_int3_HE577054.1	1689
2261_tniA_AB063332.1	1683
346_tniA_Y17897.1	1683
1312_tniA_AJ304453.1	1680
2635_tniA_JX194160.1	1680
389_tniA_LK391695.1	1680
501_tniA_GQ983559.1	1680
1491_tniA_AM993098.1	1674
1926_tniA_JNFD01000038.1	1674
2046_ISBf10_NC006347	1673
1148_tniA_JFYY01000019.1	1671
2435_tniA_AGFM01000122.1	1671
1095_tniA_AM236084.1	1653
699_tnpA_CYAM01000068.1	1650
1753_IS91_CP000272.1	1647
1580_tniA_FMJB01000001.1	1635
1166_tniA_CP002879.1	1632
1929_tniA_AY305378.1	1626
2052_tnpA_CU459003.1	1623
386_tnpA_JX077110.1	1614
594_tnpA_DQ875599.1	1611
1582_tnpA_EF628292.1	1605
1218_tnpA_AB985521.1	1604
129_repUS7__rep(pHTbeta)_AB183714	1602
1557_tnpA_AJ829923.1	1602
528_tnpA_KT282968.1	1602
1050_ISSfl3_AL391753	1596
1133_tnpA_KR822246.1	1590
1004_tnpA_KT779035.1	1584
360_tniA_LC155906.1	1581
127_repUS5__CDS20(pETB)_NC003265	1575
2257_tnpA-IS683_KP347127.1	1572
1564_IS679_NC002142	1571
2367_ISBthe5_NC004663	1571
1522_tnpA_AY327575.2	1560
514_IS91_MRWY01000004.1	1560
1056_IS91_CP019240.1	1557
10_rep3_2_rep165(pBMB165)_DQ242517	1557
11_rep3_3_rep(pBT9727)_CP000047	1557
2475_tnpA_APFX01000025.1	1557
823_tnpA_ADOU02000001.1	1557
1445_tnpA_CP000355.2	1554
2041_tnpA_AE007872.2	1554
1082_tnpA_CP015834.1	1548
2687_IS91_CP019238.1	1548
517_tnpA_U66917.2	1548
1706_tnpA_AF086815.2	1546
1138_tnpA_KJ588779.1	1545
1825_tnpA1353_KJ541071.1	1545
2212_tnpA_AJ245804.1	1542
9_rep3_1_rep63A(pAW63)_BTH011655	1542
12_rep3_4_CDS38(pOX2)_NC002146	1539
1654_tnpAB_CP000352.1	1539
771_tnpA_ISKpn24_KR822247.1	1539
2322_IS91_CP019242.1	1538
824_ISCR-orf513__FJ012881.1	1536
1556_tnpA_LC075717.1	1533
1870_istA3_LK391695.1	1533
2695_tnpA_EU503121.1	1533
61_rep12_1_CDS32(pBMB67)_DQ363750	1533
829_IS91_MOFD01000166.1	1533
1136_tnpA_JX570731.1	1530
1765_tnpA_CP012901.1	1530
2382_tnp-ISCR5_AM849110.1	1530
2573_tnpA_KU961660.2	1530
485_ISCR21_JN872329.1	1530
565_tnp-ISCR5b_AM849110.1	1530
719_IS91_MIVX01000023.1	1530
2042_tnpA_CAGT01000190.1	1527
2670_tnpA_CP000352.1	1527
2116_IS91_FN649418.1	1526
1468_istA_CTRI01000001.1	1521
1304_tnpA_CP006772.1	1518
1847_IS91_CP018031.1	1515
1958_istA_KU130294.1	1515
1966_istA_AB270530.1	1515
2339_istA15_LK391695.1	1509
2485_istA17_LK391695.1	1509
735_istA7_HG916826.1	1509
820_istA1_HG916826.1	1509
133_repUS11__CDS16(pTEF3)_AE016832	1506
2421_IS91_MKEM01000335.1	1506
62_rep12_2_CDS1(plasmid)_AY278324	1506
1199_istA_KU254577.1	1500
123_repUS1__ORF(E.faeciumContig1258)_JDOE	1500
548_istA_KU254577.1	1500
2636_istA_JX194160.1	1497
1340_tniA_JX194160.1	1494
1345_istA_AB270530.1	1494
7_rep2_1_ORF(E.faeciumContig1183)_JDOE	1494
8_rep2_2_repR(pEF1)_DQ198088	1494
1_rep1_1_repE(pAMbeta1)_AF007787	1491
2568_tnpA_JN106175.1	1491
2786_tnpA_CP000352.1	1491
2_rep1_2_repS(pBT233)_X64695	1491
3_rep1_3_repR(pGB354)_U83488	1491
4_rep1_4_repE(orf17)_NC011140	1491
5_rep1_5_CDS6(pRE25)_X92945	1491
6_rep1_6_repE(pTEF1)_AE016833	1491
2122_IS91_CP018023.1	1488
442_tnpA_AE014299.2	1486
2597_IS91_MNXT01000023.1	1485
1081_int3_CALN01000327.1	1476
1531_tnpA_CP003565.1	1476
1718_tnpA_CP011271.1	1464
938_tnpA_BDLP01000034.1	1461
1292_tnpA_AB238971.1	1458
2433_tnpA1_CP002153.1	1458
1333_tnpA_FJDF01000007.1	1452
1642_tnpAIS50-A_KF056330.2	1449
285_tniA_HQ662557.1	1445
2706_tnpA_KX710093.1	1443
2733_tnpA_AY823680.1	1438
2236_tnpA_CAGD01000034.1	1425
1722_IS91_KX957972.1	1422
2411_tnpA_EF222275.1	1422
2560_tnpA_JN630467.1	1422
768_tnpA3_CP002879.1	1422
1343_tnpA_5_FJNZ01000013.1	1419
1497_tnpA_FJAO01000001.1	1419
1528_tnpA_JN849689.1	1419
579_tnpA_2_FJNY01000001.1	1419
1548_tnpA_FCOK02000138.1	1416
1519_tnpA_EU503121.1	1408
1761_tnpA_HM370391.1	1405
2001_tnpA_KU666837.1	1404
530_tnpA_KT225462.1	1404
2725_IS91_MNUL01000039.1	1401
1236_tnpA_KX029332.1	1398
1378_tnpA_CCWG01000122.1	1398
1820_tnpA_AY437915.1	1398
1127_tnpA_AP014809.1	1392
1799_tnpA_JMTN01000004.1	1392
730_tnpA_KX117210.1	1392
759_tnpA_CP000352.1	1392
1997_tnpA_CCKE01000172.1	1380
1821_tnpA_FLQZ01000083.1	1377
438_tnpA_DQ126685.1	1377
1478_tnpA_JOQR01000001.1	1374
2089_tnpA_CYEY01000102.1	1374
2797_tnpA_U66917.2	1371
391_tnpAcp2_KJ817377.1	1371
850_tnpA_HQ219726.1	1365
140_repUS18__rep(pKKS825)_FN377602.2	1362
1085_tnpA_AM420293.1	1359
2198_tnpA_KX710093.1	1359
955_tnpA_JQ318854.1	1359
2377_IS91_APJX01000011.1	1356
2754_tnpA_CYGH01000010.1	1356
779_tnpA_GU067641.1	1356
2250_tniB_AGFM01000122.1	1350
2774_tnpA_CDAH01000009.1	1350
2064_IS91_CP019240.1	1349
2722_ISCra1_DQ787200	1349
2712_tnpA_FCNZ02000046.1	1347
390_tnpA_FN806773.1	1347
1374_tnpA_JEMZ01000267.1	1344
1894_IS91_LM651928.1	1341
993_tnpA_AF403298.1	1341
313_tnpA_CT573071.1	1338
1376_tnpA_CCXZ01000025.1	1335
535_tnpA_FN806773.1	1332
1643_tnpA_JEMY01000043.1	1329
2491_tnpA_KX356458.1	1329
584_tnpA_AM086403.1	1329
1479_tnpA_AB031212.1	1326
483_tnpA_HE577623.1	1326
1071_int3_HG916826.1	1323
1260_tnpA_AY351675.1	1323
630_tnpA_AY439015.3	1323
836_tnpA_AE014299.2	1323
1089_tnpA_KF295829.1	1320
400_tnpA_KT378598.1	1320
532_IS91_MQAA01000013.1	1320
979_tnpA_KX810025.1	1320
1326_tnpA_AF052055.1	1311
1547_tnpA_U66917.2	1311
2332_tnpA_AB183145.1	1311
2788_tnpA_CP002919.1	1311
648_tnpA_CCYP01000054.1	1311
2007_tnpA_AF042490.4	1308
2083_tnpA_CP003732.1	1308
339_tnpA_FN806773.1	1308
344_tnpA_LM676437.1	1308
489_tnpA_FN806773.1	1308
812_tnpA_CDAH01000040.1	1308
895_tnpA_FN806773.1	1308
288_tnpA_HE577623.1	1306
1839_tnpAISSm4_KJ541068.1	1305
2074_tnpAa_AB088420.3	1302
2350_tnpA3_CDAZ01000010.1	1302
2581_IS1166_U08850	1302
1447_tnpA_CP002291.1	1299
2058_ISCR20-transposase_GU441460.1	1299
1861_tnpA_FJ866609.1	1296
2437_tnpA_KJ488943.1	1296
932_tnpA_AF109404.1	1296
1735_IS91_MLYM01000036.1	1293
1880_IS91_CP018031.1	1293
1235_tnpA_AM286690.1	1290
1385_IS91_MPUM01000119.1	1290
1464_tnpA_ANKQ01000003.1	1290
2105_tnpA_DQ473406.1	1290
2791_tnpA_BX571859.1	1290
1981_tnpA_AOCI01000135.1	1287
2204_tnpA_AB646744.1	1287
2533_tnpA_AOCI01000205.1	1287
1180_tnpA_AM286690.1	1284
142_repUS20__rep(pAVX)_CP001784.1	1284
307_IS91_AGTD01000005.1	1281
1157_tnpA_JIDP01000002.1	1278
545_tnpA(ISnew)_AJ698325.1	1275
347_istA_DQ125241.2	1272
871_tnpA_AY779042.1	1272
2009_tnpA_KP125893.1	1269
2415_tnpA_7_KU665642.1	1269
132_repUS10__CDS25(pSSP1)_AP008935	1266
789_tnpA_CP002474.1	1266
2408_int2_AE017042.1	1263
2710_tnpA_AY939911.1	1263
589_int3_LN890524.1	1263
1295_tnpA_FCOX02000267.1	1260
1520_tnpA_HE613569.1	1257
2344_istA13_LK391695.1	1257
2580_tnpA_JN106175.1	1257
2605_tnpA_JN106167.1	1257
521_tnpA_AJ318089.1	1257
705_tnpA_HE613569.1	1257
765_tnpA_HE613569.1	1257
667_tnpA_CBSV010000057.1	1254
1309_tnpA_KP834592.1	1251
1828_tnpA_AB434906.1	1251
1905_tnpA_FP885897.1	1251
2321_tnpA_CP000352.1	1251
309_tnpA_JQ690540.1	1251
738_tnpA_FP885907.1	1251
724_ISCre2_NC015673	1250
847_IS91_LK021130.1	1248
898_IS91_CP019296.1	1248
1831_tnpA_AY639948.1	1246
1167_tnpA_LROM01000066.1	1245
1675_IS91_CP018682.2	1245
392_tnpA_JN106170.1	1245
1425_IS91_KX957972.1	1242
1814_int3_HE617160.1	1242
1904_tniA_KF439868.1	1242
915_tnpA_AY607844.2	1242
2093_IS91_MQRH01000048.1	1240
1612_tnpA_DQ257628.1	1239
1823_tnpA_DQ257629.1	1239
2550_tnpA6_HE578057.1	1239
2761_tnpA_FLLH01000004.1	1239
2256_tnpA_LN854557.1	1236
997_tnpA_AF342826.1	1235
1072_int2_CP003859.1	1233
1604_int2_FR824043.1	1233
1990_tnpA_LT608328.1	1233
2729_tnpA_KU736870.1	1233
281_ISCR-orf513_KJ186154.1	1233
817_tnpA_ISSod37_AE014300.1	1232
970_IS91_MOMM01000027.1	1230
1973_tnpA_KX029332.1	1227
957_tnpA_KX029332.1	1227
1457_IS91_MQRH01000053.1	1224
1558_tnpA_U13767.1	1224
1591_int2_ADFW01000002.1	1224
1747_IS91_MJVB01000022.1	1224
2275_tnpA_AOCI01000012.1	1224
443_tnpA_CT573071.1	1224
600_IS91_MJIC01000004.1	1224
984_IS91_MQRH01000041.1	1224
1101_tnpA_CTRJ01000004.1	1221
1111_tnpA_FR854090.1	1221
1881_IS91_MNQS01000105.1	1221
2051_tnpA_KU167609.1	1221
2534_tnpA_LN899827.1	1221
578_tnpA_BX571965.1	1221
2696_tnpA_U14952.1	1220
2181_tnpA_AE014299.2	1219
1395_Int-Tn916_KC414929.1	1218
1584_int2_CP003858.1	1218
1394_istA11_LK391695.1	1215
1676_tnpA_AF079317.1	1215
319_tnpA_ISSod3_AE014300.1	1215
945_tnpA_AB032203.1	1215
949_tnpA_CP000646.1	1215
1344_tnpA_AF060871.1	1212
2272_tnpA_ANKQ01000002.1	1212
659_tnpA_AE014299.2	1212
731_tnpA_FN392238.1	1212
2147_ISCau1_NC012590	1211
1075_IS91_MOFO01000088.1	1209
1079_int3_AM902716.1	1209
1273_IS91_CP003742.1	1209
1484_tnpA10_HQ840942.1	1209
1494_tnpA_HF545434.1	1209
1791_int2_AM902716.1	1209
2211_tnpA_CP001846.1	1209
2376_tnpA_FP236842.1	1209
2460_tnpA_FO203500.1	1209
2470_tnpA_CP000353.2	1209
2630_IS91_CP003742.1	1209
2730_tnpA_AOCI01000042.1	1209
306_IS91_LRLW01000235.1	1209
482_tnpA_FN649418.1	1209
541_tnpA_FP236842.1	1209
614_tnpA_FP236842.1	1209
821_tnpA_CP002125.1	1209
1690_tnpA_AE014299.2	1206
1717_tnpA_AE014299.2	1206
1737_IS91_MKFJ01000016.1	1206
1813_int2_HE577054.1	1206
2174_tnpA_AE014299.2	1206
2230_tnpA_AF548142.1	1206
2266_tnpA_LFUT01000004.1	1206
404_tnpA_LT599583.1	1206
490_IS91_CP013251.1	1206
756_tnpA_AE014299.2	1206
718_tnpA_KF680002.1	1204
1194_tnpA_AM286690.1	1203
1352_tnpA_AE014299.2	1203
1914_IS91_MNUL01000105.1	1203
2759_tnpA_ISSod4_AE014300.1	1203
298_tnpA_AE014299.2	1203
317_tnpA_KR259132.1	1203
318_tnpA_AE014299.2	1203
1007_IS91_CP017105.1	1200
1398_IS91_MKEM01000335.1	1200
2384_IS91_MOJE01000055.1	1200
2418_IS91_MOJA01000111.1	1200
1664_tnpA_1_AE017042.1	1199
793_tnpA_AE014299.2	1199
1848_IS91_LN554852.1	1197
1731_IS91_CP003740.1	1194
2361_int2_CP010905.2	1194
2618_IS91_CP017105.1	1194
2674_IS91_CP018682.2	1194
1099_IS91_MNXT01000334.1	1193
1365_tnpA_AJ001828.1	1191
2673_IS91_MNDF01000012.1	1191
1029_IS91_AB702969.1	1188
1035_IS91_FJ914220.1	1188
1392_IS91_LRLV01000105.1	1188
1611_IS91_MIXE01000079.1	1188
1659_IS91_LRLN01000181.1	1188
1809_IS91_CP017269.1	1188
1944_IS91_AP014804.1	1188
2069_IS91_CP017269.1	1188
2113_IS91_MOIY01000074.1	1188
2155_IS91_MKQI01000024.1	1188
2327_IS91_AE014073.1	1188
274_IS91_MSKD01000035.1	1188
276_IS91_CXCY01000114.1	1188
293_IS91_GQ259888.1	1188
316_IS91_LGMC01000103.1	1188
416_IS91_MOLD01000168.1	1188
436_IS91_AOGM01000145.1	1188
461_IS91_CXDF01000209.1	1188
512_IS91_CP000913.1	1188
570_IS91_LRKX01000162.1	1188
582_IS91_CP002186.1	1188
644_IS91_CP003742.1	1188
707_IS91_MSKG01000382.1	1188
810_tnpA_KM390023.1	1188
1021_tnpA_3_KU665642.1	1185
1554_IS91_LT670843.1	1185
85_rep19_4_repA(pUB101)_NC005127	1185
411_tnpA_AM409516.1	1183
118_rep22_2_repU(pKKS825)_FN377602.2	1182
1627_tnpA_CP009170.1	1182
2769_tnpA_CP000354.2	1182
663_IS91_LGMS01000185.1	1181
1233_tnpA_JN208880.1	1179
1414_IS91_CP002383.1	1178
1724_IS91_LRKE01000216.1	1178
486_IS91_CP001252.1	1178
814_IS91_CP002383.1	1178
1113_tnpA1_HE577054.1	1176
126_repUS4__repA(pCI2000)_AF178424	1176
2223_tnpA_CR942285.1	1174
2473_tnpA_KM083808.1	1173
2756_tnpA_KX810026.1	1173
354_IS91_LGMW01000121.1	1173
516_IS91_LGMT01000156.1	1173
678_IS91_CP018775.1	1172
1210_IS91_MNXU01000079.1	1170
1284_IS91_MSDV01000044.1	1170
2553_tnpA_KC964606.1	1170
2599_IS91_LN554848.1	1170
1055_int3_FR824043.1	1167
1258_tnpA_AF087482.1	1167
302_tnpA_FN568063.1	1167
397_tnpA_FN568063.1	1167
417_IS91_MNPA01000063.1	1167
631_tnpA_CMVG01000038.1	1167
913_tnpA_AY305378.1	1167
2547_tnpA_HF953351.1	1166
1001_tnpA_FP236842.1	1164
1757_int2_HE858529.1	1164
396_IS91_LGMC01000131.1	1161
884_tnpA_CP002124.1	1161
1367_tnpA_AE014299.2	1160
2520_IS91_CP000753.1	1160
493_tnpA_ISSod1_AE014300.1	1160
576_ISRgn1_AF320327	1159
1794_int3_FN597644.1	1158
2138_IS91_MNRD01000143.1	1158
2401_int3_CP002634.1	1158
650_tnpA3B3-ISLL6_AY849557.2	1157
2005_tnpA_ISSod17_AE014300.1	1153
1328_tnpA_KR230047.1	1152
1755_IS91_CP017269.1	1152
1897_IS91_MNRK01000014.1	1152
2476_IS91_MNRD01000033.1	1152
1441_IS91_CP002432.1	1151
2655_IS91_CP019240.1	1149
725_istA2_AM261760.1	1149
1723_IS91_MNRD01000033.1	1146
2298_int3_CP002206.1	1146
2323_IS91_CP003879.1	1146
2403_int3_CP003857.1	1146
1769_tnpA_AP010805.1	1143
1807_int3_CP003840.1	1143
2404_int2_CP001830.1	1143
2795_tniA_AGTD01000004.1	1143
497_int2_AP012335.1	1143
740_IS91_CP017770.1	1143
586_tnpA2B2-ISLL6_AY849557.2	1142
469_IS91_LGMC01000232.1	1140
757_tnpA_CDAN01000773.1	1140
592_tnpA1B1-ISLL6_AY849557.2	1139
138_repUS16__repF(pE194)_M17811.1	1138
921_tnpAB_EU402605.1	1137
604_IS91_CP001052.1	1136
658_IS91_CP002738.1	1136
1249_IS91_CP003879.1	1134
1254_IS91_CP003989.2	1134
2133_IS91_CP003989.2	1134
754_tnpA_U93591.1	1134
922_tnpA_KP987215.1	1131
1740_IS91_CP019240.1	1128
2075_tnpA_KJ746495.1	1128
2210_tnpA_X91246.1	1128
1452_tnpA_DQ147773.1	1126
1417_IS91_JGVI01000044.1	1125
621_tnpA_3_AE017042.1	1125
1299_IS91_LN554852.1	1122
1593_IS91_AAXY01000025.1	1122
1689_tnpA_AE014299.2	1122
2063_IS91_LN554852.1	1122
2530_tnpA_AOCI01000035.1	1122
2615_IS91_CP013251.1	1122
2705_tnpA_KU254577.1	1122
2020_tnpA_FN806773.1	1119
2170_tnpA_CP003891.1	1119
2320_IS91_ABCQ01000008.1	1119
536_tnpA_GU371926.1	1119
597_tnpA_AE014299.2	1119
1065_IS91_LGMS01000178.1	1117
1888_IS91_AB616660.2	1116
1963_tnpA_CELV01000211.1	1116
470_IS91_MOIA01000080.1	1116
806_tnpA_FN806773.1	1116
1698_IS91_LRLP01000027.1	1115
2108_IS91_CP002017.1	1114
2311_IS91_CP002017.1	1114
1375_tnpA_ADMU01000041.1	1113
1407_IS91_AESD01000951.1	1113
1434_tnpA5_CP001894.1	1110
937_tnpA_U93590.1	1110
1225_tnpA_CALH01000114.1	1107
1862_tnpA_CP001879.1	1107
1891_IS91_CP003742.1	1107
1051_tnpA_AKTZ01000001.1	1104
1257_tnpA_CP002039.1	1104
1875_istA5_LK391695.1	1104
2391_IS91_CP018031.1	1104
2719_tnpA_AB035483.1	1104
2482_IS91_LGMW01000116.1	1102
1106_tnpA_AF100324.1	1101
1393_tnpA_FR733648.1	1101
864_IS91_CU928147.1	1101
904_tnpA_CP000353.2	1101
2629_IS91_MLFK01000009.1	1100
1384_IS91_MOKM01000293.1	1098
2106_IS91_MOKM01000200.1	1098
617_IS91_MJVB01000036.1	1097
429_tnpA_AF026542.1	1096
940_tnpA_AF086815.2	1096
1788_int2_X90708.2	1095
1857_IS91_CP003742.1	1095
1383_IS91_MIWB01000054.1	1093
1010_tnpA_AJ233397.3	1092
2464_tnpA_KC710195.1	1092
270_IS91_MOFF01000153.1	1091
1078_int3_CP013672.1	1089
1577_IS91_MKEK01000001.1	1089
2244_tnpA_KX243412.1	1089
1049_tnpA_HF565366.1	1086
1187_IS91_CXMY01000316.1	1086
2356_tnpA_JQ319423.1	1086
2389_tnpA_FKRR01000002.1	1086
