GENE	BFH10_S128	BFH11_S129	BFH1_S123	BH01_S76	BH02_S77	BH03_S78	FH1_S162	FH2_S163	FH3_S164
gb|KJ427797.1|+|0-825|ARO:3001577|OXA-391	0	0	0	0	0	0	0	0	0
gb|AY491682.1|+|0-861|ARO:3000996|TEM-132	0	0	0	0	0	0	1	0	0
gb|AJ809407.1|+|118-898|ARO:3002620|aadA23	3	3	2	1	16	1	7	1	1
gb|KF361506.1|+|0-813|ARO:3002360|NDM-10	0	0	0	0	0	0	0	0	0
gb|KC580655.1|+|0-645|ARO:3002778|QnrB66	0	0	0	0	0	0	2	0	0
gb|AF535130.1|+|0-861|ARO:3001100|SHV-42	0	0	0	0	0	0	0	0	0
gb|AF315786.1|+|1313-2114|ARO:3001429|OXA-35	2	6	0	0	1	0	2	0	0
gb|AF132290.1|+|87-948|ARO:3001076|SHV-18	0	0	0	0	0	0	0	0	0
gb|Z50108.1|+|238-1768|ARO:3003026|fusH	0	0	0	0	0	0	0	0	0
gb|AM176554.2|+|30-891|ARO:3001133|SHV-79	0	0	0	0	0	0	0	0	0
gb|Y10279.1|+|0-861|ARO:3000916|TEM-47	0	1	0	0	0	0	1	0	0
gb|X65254.1|+|175-1036|ARO:3000887|TEM-16	0	0	0	0	0	0	0	0	0
gb|JX982636.1|+|0-801|ARO:3002307|VIM-37	0	0	1	0	0	0	0	0	0
gb|KM087832.1|+|0-1146|ARO:3001849|ACT-29	0	0	0	0	0	0	0	0	0
gb|Y11068.1|+|16-1165|ARO:3002157|FOX-3	0	0	0	0	0	0	0	0	0
gb|EU748544.1|+|0-927|ARO:3002366|PER-4	0	0	0	0	0	0	0	0	0
gb|AJ620678.1|+|0-753|ARO:3000845|GIM-1	0	0	0	0	0	0	0	0	0
gb|AB753456.1|+|0-741|ARO:3002233|IMP-42	0	0	0	0	0	0	0	0	0
gb|AY040093.1|+|68-929|ARO:3000965|TEM-102	0	0	0	0	0	1	0	0	0
gb|U36911.1|+|1429-2290|ARO:3000979|TEM-116	0	0	0	0	0	0	1	0	0
gb|HM544040.1|+|0-1146|ARO:3002066|CMY-55	0	1	0	0	0	1	0	0	0
gb|AP009048.1|+|3974604-3975429|ARO:3000508|gadX	0	1	1	0	0	0	8	3	0
gb|DQ061159.1|+|346-1222|ARO:3001904|CTX-M-42	0	0	0	0	0	0	1	0	0
gb|FJ194944.1|+|46-907|ARO:3001154|SHV-105	0	0	0	0	0	0	0	0	0
gb|JQ733576.1|+|1027-2173|ARO:3002092|CMY-79	0	0	0	0	0	0	0	0	0
gb|HQ322613.1|+|0-1146|ARO:3002067|CMY-56	0	0	0	0	0	0	0	0	0
gb|KM588354.1|+|0-825|ARO:3003149|OXA-426	0	0	0	0	0	0	0	0	0
gb|HM569226.2|+|1039-2185|ARO:3002059|CMY-48	1	0	0	0	0	2	0	0	0
gb|JN173060.2|+|2306-2951|ARO:3002753|QnrB38	0	0	0	0	0	0	0	0	0
gb|AY628175.1|+|210-1071|ARO:3000972|TEM-109	0	0	0	0	0	0	0	0	0
gb|AJ698325.1|-|14502-15417|ARO:3003203|TLA-2	6	0	0	0	0	0	0	0	0
gb|KF976405.1|+|7837-8698|ARO:3001071|SHV-12	0	0	0	0	0	0	0	0	0
gb|AY587956.1|+|0-774|ARO:3001773|OXA-61	0	0	0	0	0	0	0	0	0
gb|U14749.1|+|690-1557|ARO:3002243|CARB-4	1	0	0	0	5	0	0	0	0
gb|AF462019.1|+|26-656|ARO:3002681|catB9	0	0	0	0	0	0	0	0	0
gb|U95363.2|+|0-861|ARO:3000912|TEM-43	0	0	0	0	1	0	3	0	0
gb|FJ666071.1|+|0-1194|ARO:3002507|PDC-8	0	0	0	0	0	0	0	0	0
gb|X51891.1|+|189-1335|ARO:3000326|ErmE	0	0	0	0	0	0	0	0	0
gb|AF031329.1|+|0-441|ARO:3002565|AAC(6')-Iu	0	0	0	0	0	0	0	0	0
gb|EF420108.1|+|37-937|ARO:3002375|VEB-5	0	0	2	1	3	0	0	0	1
gb|Z50802.3|+|717-1215|ARO:3003012|dfrA13	0	0	0	0	0	0	0	0	0
gb|AF250872.1|+|0-861|ARO:3000954|TEM-87	0	0	0	0	0	0	0	0	0
gb|AM919399.1|+|0-681|ARO:3002733|QnrB18	0	0	0	0	0	0	0	0	0
gb|EU408350.1|-|11679-12585|ARO:3002488|LRA-9	0	0	0	0	0	0	0	0	0
gb|DQ143913.1|+|1774-2575|ARO:3002282|VIM-12	0	0	0	0	0	0	0	0	0
gb|AY138986.1|+|0-789|ARO:3002604|aadA4	2	3	4	1	6	7	4	1	0
gb|U00096.1|+|3660413-3663527|ARO:3000796|mdtF	0	2	5	0	0	3	19	9	0
gb|JX013656.1|+|0-801|ARO:3002304|VIM-34	0	0	0	0	0	0	0	0	0
gb|DQ174304.1|+|4-865|ARO:3001119|SHV-64	0	0	0	0	0	0	1	0	0
gb|AB529520.1|+|0-720|ARO:3002263|IND-7	0	0	0	0	0	0	0	0	0
gb|KP050489.1|+|0-861|ARO:3001364|SHV-182	0	0	0	0	0	0	0	0	0
gb|HQ529916.1|+|110-971|ARO:3001045|TEM-183	0	0	0	0	0	0	5	0	0
gb|AP008955.1|-|4758175-4759207|ARO:3002815|clbB	0	0	0	0	0	0	0	0	0
gb|X63451.1|+|0-1653|ARO:3002828|srmB	0	0	0	0	0	0	0	0	0
gb|FFFO01000009.1|+|81760-82162|ARO:3000198|FosX	0	0	0	0	0	0	0	0	0
gb|JF274246.1|+|0-876|ARO:3001972|CTX-M-112	0	0	0	0	0	0	0	0	0
gb|AY847146.1|+|82-958|ARO:3001912|CTX-M-50	0	0	0	0	0	0	0	0	0
gb|AB700703.1|+|161-1022|ARO:3001057|TEM-198	0	0	0	0	4	0	3	0	0
gb|KC199968.1|+|0-453|ARO:3002853|arr-8	0	0	0	0	0	0	0	0	0
gb|JX028276.1|-|35585-36821|ARO:3002883|rgt1438	0	0	0	0	0	0	0	0	0
gb|KJ188748.1|+|0-885|ARO:3002383|SME-5	0	0	0	0	0	0	0	0	0
gb|AB061794.1|+|6017-7166|ARO:3002020|CMY-9	0	1	0	0	0	0	0	0	0
gb|AY939911.1|+|3535-4441|ARO:3002634|APH(2'')-Ie	0	0	0	0	0	0	0	1	0
gb|DQ631414.1|+|0-681|ARO:3002724|QnrB10	0	0	0	0	0	0	0	0	0
gb|L06163.1|+|531-1074|ARO:3002595|AAC(6')-IIb	0	0	0	0	0	0	0	0	0
gb|AY227053.1|+|0-765|ARO:3003103|cphA7	0	0	0	1	1	0	0	0	0
gb|AJ420864.1|+|155-896|ARO:3002203|IMP-12	0	0	0	0	0	0	0	0	0
gb|JQ422052.1|+|1099-1930|ARO:3001692|OXA-229	0	0	0	0	0	0	0	0	0
gb|AM279652.1|+|0-825|ARO:3001646|OXA-98	0	0	0	0	0	0	0	0	0
gb|AF201828.2|+|115-937|ARO:3001422|OXA-27	0	0	0	0	0	0	0	0	0
gb|DQ836922.1|+|0-861|ARO:3001144|SHV-92	0	0	0	0	0	0	0	0	0
gb|FJ381668.1|+|56-848|ARO:3002612|aadA12	4	10	0	19	18	1	8	1	1
gb|JX101693.1|+|58200-58833|ARO:3002676|catB3	4	2	6	16	35	4	6	3	0
gb|FJ755841.1|+|0-846|ARO:3002432|OKP-A-15	0	0	0	0	0	0	0	0	0
gb|BA000007.3|-|4903688-4905062|ARO:3000830|cpxA	0	0	0	0	2	1	16	3	1
gb|CT025801.2|+|0-3180|ARO:3000777|adeF	0	0	2	3	0	0	0	0	0
gb|BA000018.3|-|735416-735860|ARO:3000815|mgrA	0	0	0	0	0	0	0	0	0
gb|JN935137.1|+|0-861|ARO:3001055|TEM-195	0	0	0	0	0	0	0	0	0
gb|AB462903.1|+|1199-1751|ARO:3002574|AAC(6')-Iaf	0	0	0	0	0	0	0	0	0
gb|AM932669.1|+|105-603|ARO:3003017|dfrA21	0	0	0	0	0	0	0	0	0
gb|D16099.1|+|409-1297|ARO:3001300|myrA	0	0	0	0	0	0	0	0	0
gb|DQ823382.1|+|0-1569|ARO:3002830|vgaALC	0	0	0	0	0	0	0	0	0
gb|JQ820242.1|+|0-831|ARO:3001677|OXA-236	0	0	0	0	0	0	0	0	0
gb|EU586041.1|+|0-861|ARO:3001112|SHV-56	0	0	0	0	0	0	0	0	0
gb|FJ234412.1|+|0-882|ARO:3002318|KPC-8	0	0	0	0	0	0	0	0	0
gb|KF986257.1|+|20-845|ARO:3001562|OXA-376	0	0	0	0	0	0	0	0	0
gb|JF802084.1|+|559-1591|ARO:3002912|vanN	0	0	0	0	0	0	0	0	0
gb|JX311308.1|+|0-801|ARO:3002299|VIM-29	0	0	0	0	0	0	0	0	0
gb|EU523697.1|+|686-1973|ARO:3000572|tet(42)	0	0	0	0	0	0	0	0	0
gb|JF837330.1|-|1966-3343|ARO:3003196|tet(45)	0	0	0	0	0	0	0	0	0
gb|L06940.1|+|0-1218|ARO:3000173|tet(E)	0	0	0	0	1	0	5	2	0
gb|L39157.1|+|345-1158|ARO:3003060|tsnR	0	0	0	0	0	0	0	0	0
gb|AB372224.1|+|0-1146|ARO:3002050|CMY-39	0	0	0	0	0	1	0	0	0
gb|EU118148.2|+|1010-1811|ARO:3002287|VIM-17	0	0	0	0	0	0	3	0	0
gb|KP143090.1|-|1199-1619|ARO:3003209|fosA5	0	0	0	0	2	0	0	0	0
gb|X59968.1|+|507-1686|ARO:3002690|Sliv_cmlR	0	0	0	0	0	0	0	0	0
gb|U35369.1|+|177-840|ARO:3002921|vanR_in_vanB_cl	0	0	0	0	0	0	1	1	0
gb|JN848782.2|+|1827-2568|ARO:3002224|IMP-33	0	0	0	0	0	0	0	0	0
gb|EF118171.1|+|3181-3922|ARO:3002210|IMP-19	0	0	0	0	0	0	0	0	0
gb|AF190693.1|+|208-1069|ARO:3000944|TEM-78	0	0	0	0	0	0	1	0	0
gb|EF660562.1|+|1671-2124|ARO:3002849|arr-4	0	0	0	0	0	0	0	0	0
gb|AF118110.1|-|71-1037|ARO:3003002|CfxA2	0	7	3	0	1	2	16	5	6
gb|AY143430.1|+|0-876|ARO:3001886|CTX-M-24	0	0	0	0	0	0	0	0	0
gb|EU515249.1|+|0-1146|ARO:3002036|CMY-25	0	0	0	0	0	2	0	0	0
gb|LC031883.1|+|5071-5812|ARO:3003659|IMP-51	0	0	0	0	0	0	0	0	0
gb|DQ058663.1|+|0-657|ARO:3002711|QnrA5	0	0	0	0	0	0	0	0	0
gb|KM087849.1|+|0-1140|ARO:3002150|DHA-19	0	0	0	0	0	0	0	0	0
gb|GU207844.1|+|0-864|ARO:3002343|GES-14	0	1	2	0	8	0	9	3	0
gb|CP000253.1|-|1360280-1361636|ARO:3000839|arlS	0	0	0	0	0	0	0	0	0
gb|HM440348.1|+|775-1861|ARO:3000549|adeS	0	0	0	0	0	0	0	0	0
gb|AJ401618.1|+|1971-3144|ARO:3002514|OCH-1	0	0	0	0	0	0	0	0	0
gb|JX423831.1|+|2676-3474|ARO:3001778|OXA-232	0	0	0	0	0	0	0	0	0
gb|U10251.1|+|180-975|ARO:3001407|OXA-12	0	0	0	0	4	0	1	0	0
gb|KF297577.1|+|0-822|ARO:3001535|OXA-348	0	0	0	0	0	0	0	0	0
gb|DQ193536.1|+|0-861|ARO:3001141|SHV-89	0	0	0	0	0	0	0	0	0
gb|AF325134.1|+|0-876|ARO:3001881|CTX-M-19	0	0	0	0	0	0	0	0	0
gb|HQ425493.1|+|0-822|ARO:3001480|OXA-195	0	0	0	0	0	0	0	0	0
gb|JN704570.1|+|4038-4836|ARO:3001814|OXA-199	0	0	0	0	0	0	0	0	0
gb|AY822595.1|+|22-898|ARO:3001900|CTX-M-38	0	0	0	0	0	0	0	0	0
gb|AY271267.1|+|0-861|ARO:3000983|TEM-121	0	0	0	0	0	0	1	0	0
gb|AJ866284.2|+|0-861|ARO:3001116|SHV-61	0	0	0	0	0	0	0	0	0
gb|EF210159.1|+|0-876|ARO:3001919|CTX-M-58	0	0	0	0	0	0	0	0	0
gb|EF374097.1|+|0-876|ARO:3001918|CTX-M-56	0	0	0	0	0	0	0	0	0
gb|AY853593.1|+|214-1075|ARO:3001002|TEM-138	0	0	0	0	0	0	0	0	0
gb|AB008454.1|+|153-1290|ARO:3002493|SRT-1	0	0	0	0	0	0	0	0	0
gb|AY265889.1|+|2-458|ARO:3002477|LEN-14	0	0	0	0	0	0	0	0	0
gb|AJ295341.1|+|0-1173|ARO:3002516|OCH-3	0	0	0	0	0	0	0	0	0
gb|EU155018.1|+|0-861|ARO:3001150|SHV-101	0	0	0	0	0	0	0	0	0
gb|AY055205.1|+|181-1054|ARO:3002403|OXY-2-8	0	0	0	0	0	0	0	0	0
gb|KP096412.1|+|0-801|ARO:3003179|VIM-43	0	0	0	1	0	0	0	0	0
gb|V01499.1|+|230-1256|ARO:3002655|APH(4)-Ia	0	0	0	0	0	0	0	0	0
gb|AB016934.1|+|6575-7376|ARO:3000423|FomA	0	0	0	0	0	0	0	0	0
gb|FN554543.1|+|0-864|ARO:3002341|GES-12	0	1	0	0	3	0	9	2	0
gb|KJ207205.1|+|1039-2185|ARO:3002117|CMY-105	0	0	0	0	0	0	0	0	0
gb|AF355189.1|+|1434-2439|ARO:3002600|AAC_3Ib_AAC_6Ib	0	0	0	0	1	0	5	0	1
gb|AY070258.1|+|0-861|ARO:3001093|SHV-35	0	0	0	0	0	0	0	0	0
gb|KC783461.1|+|0-861|ARO:3001383|TEM-206	0	0	0	0	2	0	3	0	0
gb|Y10693.2|+|0-828|ARO:3001416|OXA-21	0	2	0	29	0	2	0	3	0
gb|HQ661362.1|+|71-932|ARO:3001168|SHV-121	0	0	0	0	0	0	0	0	0
gb|L20573.1|+|2064-2676|ARO:3003250|bcrC	0	0	0	0	0	0	0	0	0
gb|CP016344.1|+|2782791-2783652|ARO:3002459|LEN-9	0	0	0	0	0	0	0	0	0
gb|AB261016.2|-|91163-91823|ARO:3002665|npmA	0	0	0	0	0	0	0	0	0
gb|AM850916.2|+|18-879|ARO:3002429|OKP-A-12	0	0	0	0	1	0	0	0	0
gb|AF143804.1|+|0-861|ARO:3000959|TEM-92	0	0	0	0	0	0	0	0	0
gb|KF526113.1|+|0-1146|ARO:3002112|CMY-100	0	0	0	0	0	0	0	0	0
gb|AB113580.1|+|1329-2193|ARO:3002332|GES-3	0	0	0	0	6	1	5	2	0
gb|AY227752.1|+|88-1234|ARO:3002168|MIR-2	0	0	0	0	0	0	0	0	0
gb|NZ_SQNR01000043.1|+|1505-2381|ARO:3001948|CTX-M-88	0	0	0	0	0	0	0	0	0
gb|EF653400.1|+|434-1259|ARO:3001644|OXA-113	0	0	0	0	0	0	0	0	0
gb|AM051152.1|+|0-861|ARO:3002436|OKP-B-3	0	0	0	0	0	0	0	0	0
gb|AE006468.2|-|2039654-2040377|ARO:3000826|sdiA	0	0	0	0	0	0	0	0	0
gb|KM433671.1|+|0-822|ARO:3003160|OXA-422	0	0	0	0	0	0	0	0	0
gb|HM113564.1|+|0-825|ARO:3001472|OXA-178	0	0	0	0	0	0	0	0	0
gb|AJ548797.1|+|923-1688|ARO:3003094|imiH	0	2	0	0	0	0	0	0	0
gb|AM850911.2|+|0-861|ARO:3002468|LEN-21	0	0	0	0	0	0	0	0	0
gb|KF730652.1|+|0-657|ARO:3002797|QnrS8	0	0	0	1	5	0	0	0	0
gb|JN205800.1|+|4140-4938|ARO:3001784|OXA-181	0	0	0	0	0	0	0	0	0
gb|KF992029.1|+|748-1894|ARO:3001840|ACT-19	0	0	0	0	0	0	0	0	0
gb|HQ661363.1|+|71-932|ARO:3001181|SHV-137	0	0	0	0	0	0	0	0	0
gb|DQ309277.1|+|0-825|ARO:3001623|OXA-83	0	0	0	0	0	0	0	0	0
gb|KM087833.1|+|0-1146|ARO:3001850|ACT-30	0	0	0	0	0	0	0	0	0
gb|JX121119.1|+|0-858|ARO:3001191|SHV-152	0	0	0	0	0	0	0	0	0
gb|M55547.1|+|0-825|ARO:3001404|OXA-9	0	0	0	0	1	0	30	0	0
gb|HE981194.1|+|0-861|ARO:3001347|SHV-164	0	0	0	0	0	0	0	0	0
gb|AY115475.1|+|3337-4597|ARO:3002695|cmlA5	4	8	23	32	168	46	63	1	3
gb|AB703103.1|+|0-876|ARO:3001985|CTX-M-126	0	0	0	0	0	0	0	0	0
gb|EF534736.1|+|213-1074|ARO:3001024|TEM-158	0	0	0	0	0	0	1	0	0
gb|AM051159.1|+|0-861|ARO:3002442|OKP-B-9	0	0	0	0	0	0	0	0	0
gb|AM709783.1|-|2816-3665|ARO:3004605|ermZ	0	0	0	0	0	0	0	0	0
gb|M29953.1|+|295-1048|ARO:3002654|APH(3')-VIIa	0	0	0	0	0	0	0	0	0
gb|U94857.1|+|0-996|ARO:3002662|APH(9)-Ia	0	0	0	0	0	0	0	0	0
gb|GQ853681.1|+|0-825|ARO:3001455|OXA-150	0	0	0	0	0	0	0	0	0
gb|DQ139328.1|+|160-1306|ARO:3002032|CMY-21	0	0	0	0	0	0	0	0	0
gb|KM926622.1|+|238-1384|ARO:3003172|ACT-37	0	0	0	0	0	0	0	0	0
gb|FR853176.1|+|0-825|ARO:3001486|OXA-208	0	0	0	0	0	0	0	0	0
gb|X97721.2|+|159-1035|ARO:3000592|ErmN	0	0	0	0	0	0	0	0	0
gb|JF780936.1|+|63-1209|ARO:3002078|CMY-65	0	0	0	0	0	0	0	0	0
gb|AY524987.1|+|0-801|ARO:3002278|VIM-8	0	0	0	0	0	0	1	1	0
gb|AJ972619.1|+|82-640|ARO:3002856|dfrA24	0	0	0	0	0	0	1	0	0
gb|AF408195.1|+|7908-9393|ARO:3003206|lsaE	4	10	6	0	1	26	1	0	0
gb|GU932590.1|+|0-861|ARO:3001175|SHV-128	0	0	0	0	0	0	1	0	0
gb|EU273755.1|+|0-681|ARO:3002727|QnrB13	0	0	0	0	0	0	0	0	0
gb|AJ488303.1|+|0-810|ARO:3001770|OXA-43	0	0	0	0	0	0	0	0	0
gb|GQ342996.1|+|797-1793|ARO:3003097|CfxA6	0	9	1	1	0	0	6	0	77
gb|AF167990.3|+|612-1761|ARO:3002019|CMY-8	0	0	0	0	0	0	0	0	0
gb|AM850910.2|+|0-861|ARO:3002467|LEN-20	0	0	0	0	0	0	0	0	0
gb|Y15130.1|+|0-1143|ARO:3002015|CMY-4	0	7	2	0	22	17	0	0	1
gb|JN173058.1|+|36-681|ARO:3002751|QnrB36	0	0	0	0	0	0	0	0	0
gb|FJ825622.1|+|0-900|ARO:3002376|VEB-7	0	0	0	0	5	0	0	0	0
gb|HM113560.1|+|0-825|ARO:3001658|OXA-174	0	0	0	0	0	0	0	0	0
gb|AM051151.1|+|0-861|ARO:3002435|OKP-B-2	0	0	0	0	0	0	0	0	0
gb|AB049569.1|+|0-861|ARO:3000958|TEM-91	0	0	0	0	0	0	0	0	0
gb|Y10415.1|+|125-893|ARO:3003095|imiS	0	1	0	0	0	0	0	1	0
gb|JF274244.1|-|2-863|ARO:3001967|CTX-M-107	0	0	0	0	2	0	0	0	0
gb|AY005110.1|+|0-846|ARO:3001874|CTX-M-11	0	0	0	0	0	0	0	0	0
gb|AB872957.1|+|0-1146|ARO:3002071|CMY-110	0	0	0	0	1	1	0	0	0
gb|JQ724542.1|+|174-1050|ARO:3001984|CTX-M-125	0	0	0	0	0	0	0	0	0
gb|KJ207202.1|+|548-1694|ARO:3002098|CMY-85	1	0	0	0	0	0	0	0	0
gb|AJ252200.1|+|81-1266|ARO:3003055|smeD	0	0	0	1	0	0	2	0	0
gb|AY874537.1|+|177-1038|ARO:3000883|TEM-11	0	0	0	0	0	0	0	0	0
gb|JX121129.1|+|0-858|ARO:3001201|SHV-162	0	0	0	0	0	0	0	0	0
gb|AF091113.2|+|450-1311|ARO:3000934|TEM-67	0	0	0	0	0	0	1	0	0
gb|JF460794.1|+|0-1146|ARO:3002073|CMY-60	0	0	0	0	1	0	0	0	0
gb|AY227054.1|+|0-765|ARO:3001780|OXA-85	0	0	0	0	0	0	0	0	0
gb|AF368302.1|+|2716-3331|ARO:3002843|vatD	0	0	0	0	0	0	0	0	0
gb|BX664015.1|-|103017-103833|ARO:3002641|APH(3')-Ia	1	1	0	0	0	1	11	0	0
gb|Y14574.2|+|0-861|ARO:3000888|TEM-17	0	0	0	0	0	0	0	0	0
gb|KP050487.1|+|0-861|ARO:3001350|SHV-180	0	0	0	0	0	0	0	0	0
gb|AY769933.1|+|0-966|ARO:3003005|CfxA4	0	3	3	1	0	0	6	13	7
gb|FJ790516.1|+|1287-2085|ARO:3001804|OXA-145	2	6	1	0	0	0	1	1	0
gb|GQ242167.1|+|0-801|ARO:3002293|VIM-23	0	0	0	0	0	0	1	0	0
gb|KC603538.1|+|0-1131|ARO:3002111|CMY-98	0	0	0	0	1	0	0	0	0
gb|NG_048575.1|+|100-502|ARO:3002583|AAC(6')-29a	0	0	0	0	0	0	0	0	0
gb|JX514369.1|+|296-1442|ARO:3002108|CMY-95	0	0	0	0	1	1	0	0	0
gb|KC818234.1|+|0-861|ARO:3001384|TEM-207	0	0	0	0	3	0	3	0	0
gb|L22689.1|+|261-1035|ARO:3000593|ErmQ	0	0	0	0	0	0	0	0	0
gb|HM245379.1|+|56-788|ARO:3002267|IND-11	0	0	0	0	0	0	0	0	0
gb|AY509120.1|-|22652-23495|ARO:3001302|chrB	0	0	0	0	0	0	0	0	0
gb|AY037778.1|+|91-952|ARO:3001090|SHV-32	0	0	0	0	0	0	0	0	0
gb|HQ398214.1|+|249-1125|ARO:3001960|CTX-M-101	0	0	0	0	0	0	0	0	0
gb|KM087838.1|+|0-1146|ARO:3002129|CMY-118	0	0	0	0	0	0	0	0	0
gb|EF394371.1|+|0-1146|ARO:3002046|CMY-35	0	1	0	0	1	0	0	0	0
gb|AM176553.2|+|30-891|ARO:3001132|SHV-78	0	0	0	0	0	0	0	0	0
gb|AF219127.1|+|0-732|ARO:3002257|IND-2	0	0	0	0	0	0	0	0	0
gb|HM488988.1|+|0-822|ARO:3001467|OXA-167	0	0	0	0	0	0	0	0	0
